name,number,reference,citation,dvalue,newk,newknum,refage,C&D,C&D_p,K&D,K&D_p,K&C,K&C_p,K&A,K&A_p,D&A,D&A_P
quantum_electrodynamics,119200,26.387,36.285,0.044,0.07,0.085,-9.281,-0.04105136860112257,1.2366941150561722e-45,0.006837239724419511,0.018246186321637117,0.04585143763432371,1.68707337705625e-56,0.011488912352824041,7.28817014383617e-05,-0.169730384171257,0.0
mathematical_physics,36135,21.377,32.183,0.039,0.155,0.199,-11.46,-0.039831659576530926,3.6071635005632044e-14,-0.00011235524631156724,0.9829607917733186,0.05568389203980345,3.2140768339252825e-26,0.018613072809901352,0.00040258735793434486,-0.11747305212725861,3.322649776442224e-111
virology,501975,33.82,42.737,0.016,0.115,0.142,-8.188,-0.043377828005346335,1.3136719454673893e-207,0.02597398474611632,1.18295410613342e-75,0.029452510019419318,9.695821668449486e-97,-0.022057029802848196,4.597491974617473e-55,-0.023995889728771497,7.730698980959562e-65
clinical_psychology,274962,35.13,47.816,0.024,0.105,0.124,-10.027,-0.0412374482724155,8.843414177568215e-104,0.029572682881256737,2.955147723727485e-54,0.033611313410885184,1.459852162369947e-69,0.026626557064743962,2.565863391249716e-44,-0.0317550118884487,2.7629334697703264e-62
pediatrics,192168,25.606,41.3,0.029,0.177,0.222,-9.286,-0.0469689980795659,2.6871640340327346e-94,0.014703132531840735,1.1505717990348412e-10,0.011913427915965535,1.7639272231317742e-07,-0.009870654096779998,1.511038949983006e-05,-0.030220780723098074,4.463303376796714e-40
general_surgery,145405,26.154,36.695,0.024,0.182,0.235,-9.226,-0.052013340042587106,1.1699308932183897e-87,0.02610234433726501,2.3992333140665387e-23,0.03638092581496358,8.70168217167663e-44,-0.021442785881047498,2.8995083524903693e-16,-0.03561700208840307,4.870454160254428e-42
criminology,29472,29.619,34.196,0.067,0.278,0.38,-11.501,-0.07837035385068475,2.2152618913538137e-41,0.01899204057067928,0.0011117776557910389,0.035608424826772116,9.67239843961427e-10,-0.0011688253531687816,0.8409733456794076,-0.021258349971906024,0.00026247938780330074
reliability_engineering,39228,16.982,26.955,0.108,0.306,0.432,-8.726,-0.1012185949279746,7.6196963882127165e-90,0.00878047494469122,0.08202698660806872,0.03992093925394804,2.5808047377855448e-15,0.04227753867220976,5.4297114680794766e-17,0.03175539322091781,3.1567511163577724e-10
environmental_resource_management,112876,31.687,42.236,0.066,0.198,0.266,-8.689,-0.06277592525062725,6.245163973710593e-99,0.03882755760322372,6.381505572202492e-39,0.017192812316066862,7.620882645682292e-09,-0.03364119812102333,1.2322779348738187e-29,-0.02053416199089962,5.217918320200637e-12
computer_engineering,8700,17.976,31.409,0.094,0.545,0.943,-7.419,-0.04376726324768094,4.4322579313618405e-05,0.012374024159566661,0.2484794755839396,0.03972543532010378,0.00021033204790965276,0.02261470648523288,0.0349164485984905,-0.010433796456001747,0.33051036621499263
food_science,173628,25.025,29.634,0.102,0.169,0.215,-10.735,-0.1176211622656439,0.0,-0.0069572592931513725,0.0037433907922967717,0.030265506880547008,1.766980399628751e-36,0.015242104816826856,2.1321279240705296e-10,0.07664503805701298,1.831360345723111e-224
psychiatry,337898,35.106,45.043,0.026,0.107,0.129,-9.5,-0.03085442187869342,5.790182406447409e-72,0.02981306493674425,2.613608986670555e-67,0.024540890527435195,3.490189830471746e-46,-0.012942631305098831,5.3243901757193656e-14,-0.02592071502879808,2.55394785246561e-51
statistical_physics,64246,26.739,40.712,0.038,0.233,0.311,-12.031,-0.01932714697207576,9.62401421299069e-07,-0.0004446027740138453,0.9102760400683522,0.054919047012183406,4.136800463093728e-44,0.070619554582141,7.967472087898319e-72,-0.0974518071009155,2.4571484847089342e-135
political_economy,46696,28.798,36.719,0.105,0.206,0.262,-12.116,-0.06202635898280042,4.873481947490204e-41,0.022560261692434233,1.0848099572110376e-06,0.056788434845663774,1.143733273164305e-34,-0.022751431212490996,8.791642353385876e-07,-0.021689466755181783,2.767538481023145e-06
risk_analysis,20240,27.978,34.861,0.098,0.448,0.729,-8.319,-0.08662234405760122,5.120633878599218e-35,-0.009898672303952331,0.15907024654477334,0.06951088090979418,4.1422181004361285e-23,0.01581651360904157,0.024437819221061346,-0.01758312833556641,0.012365307107526197
economic_history,6130,27.939,26.873,0.197,0.38,0.586,-15.48,-0.03515678276881413,0.005907609151634118,-0.04730211468615836,0.00021155323352026512,0.03632058192251828,0.004454356201488181,-0.014984355016313636,0.2407892167861901,0.03435589821588149,0.0071426950161920105
nursing,228898,23.421,28.678,0.078,0.118,0.151,-8.121,-0.06249121638966028,8.782578444137348e-197,0.02043489420546813,1.4037454435444057e-22,0.017763025474877434,1.911664782393196e-17,-0.02314470636874045,1.666022856777461e-28,-0.0054132643969164815,0.009600705378396907
archaeology,50575,27.327,24.964,0.063,0.286,0.432,-15.224,-0.058229761280127704,3.0413852752358166e-39,0.0060506162240357,0.17361009029976282,0.030922118295202538,3.5123591616008617e-12,0.009374171751106566,0.03501879303548278,-0.0651593963872955,1.0206061353658358e-48
management,44733,29.961,45.139,0.095,0.257,0.351,-10.896,-0.05427398318067265,1.5300910493675513e-30,0.035499173445482035,5.89941371343966e-14,0.051414010031109306,1.4192378938915906e-27,0.019730194657024434,3.002709783490925e-05,0.022522993060196804,1.8967571647894798e-06
mechanics,208332,17.956,26.037,0.086,0.097,0.12,-12.982,-0.08798412164909415,0.0,0.00438439430687864,0.04537253672122831,0.049651044457561425,7.682450917936715e-114,0.04237624024539339,2.0174634648805504e-83,-0.027854061400514937,4.8232758263370726e-37
economic_system,33287,30.737,38.301,0.084,0.249,0.334,-10.174,-0.07465515521707594,2.3427017760668106e-42,0.007348310769999136,0.18003513417181194,0.04810212328954923,1.622388516158327e-18,-0.006111760503491629,0.26483223063549916,0.012605791379335204,0.021454055624244472
data_mining,206040,24.451,42.826,0.066,0.189,0.256,-7.766,-0.03999153867524775,1.0709272066335603e-73,-0.0017170898423092308,0.43573770505638254,0.04359942520491708,2.9897302830181063e-87,-0.00045656071944623735,0.8358231309071849,0.04550452434889271,7.034596750972248e-95
commerce,19945,27.844,38.575,0.12,0.347,0.51,-8.757,-0.08475504488900734,3.984469722696695e-33,-0.022280011236864766,0.001651088516443864,0.07791661424466359,3.061362960377988e-28,-0.020752044847572378,0.0033800753488012563,0.05031101432384417,1.1661713704175632e-12
knowledge_management,134096,30.619,40.519,0.076,0.159,0.209,-8.953,-0.05525962974289385,3.4898351190401585e-91,0.018024916146532913,4.082820262657787e-11,0.04464329411935066,3.9429032667864617e-60,0.04174592229578723,8.446728669636077e-53,0.046685867679102225,1.3591861281115497e-65
petrology,21622,46.21,43.371,0.019,0.185,0.266,-12.196,-0.034385066936902124,4.2517135538658465e-07,0.08446572406427219,1.551360496863054e-35,0.020416957403404868,0.0026791738815804315,0.07216870284805266,2.2744471256800526e-26,-0.037780677581864305,2.7430524726542682e-08
geochemistry,114551,40.855,44.805,0.016,0.093,0.121,-12.15,-0.04234565092784683,1.2606549081646498e-46,0.03637910410436322,7.374753896886874e-35,0.02368888382508418,1.0692997024227172e-15,0.02398248985447411,4.737545677437411e-16,-0.03577357799588145,9.185697475926639e-34
cartography,19021,22.365,26.338,0.113,0.449,0.793,-11.168,-0.08100064629128473,4.616555441884343e-29,-0.02721357298384068,0.00017427603814135627,0.04165668055505616,9.069773916778002e-09,-0.02938884561917811,5.038797960439776e-05,-0.057115315700686634,3.194341139820877e-15
ophthalmology,48602,24.913,33.744,0.02,0.232,0.315,-10.009,-0.051871975641500145,2.54818088108421e-30,0.041261012978610234,9.034282312633825e-20,0.01927833414078435,2.1342677164753423e-05,-0.02365926784615527,1.82350001819447e-07,-0.05764470946215824,4.666040176919035e-37
mathematical_economics,33246,22.038,44.111,0.016,0.287,0.412,-13.805,-0.019880210730356267,0.000288875026917315,0.025931572206614118,2.2579861094044457e-06,0.07074452733961126,3.7096887342037025e-38,0.0717760398278085,3.136545878672654e-39,-0.025035253641793924,4.986777355894602e-06
orthodontics,51099,24.684,31.485,0.036,0.266,0.364,-12.708,-0.08240688994290879,1.0584275163980307e-77,0.012230894063859628,0.005695069984366557,0.043646189884486035,5.576190910299005e-23,0.03554307978902987,9.214949981952348e-16,-0.04951427010909037,4.1078392588091715e-29
embedded_system,114857,21.27,30.272,0.169,0.178,0.227,-6.229,-0.1271120666955986,0.0,-0.010010614550020905,0.0006920705442004804,0.06082966904264178,1.3480973020207408e-94,-0.014934982279841066,4.1536844143090377e-07,-0.0006515912450166892,0.8252282791312854
law,80738,22.786,24.409,0.131,0.213,0.315,-12.51,-0.05806824985046602,2.9364327426633962e-61,-0.010257065337902528,0.0035623770548945458,0.05362242919899525,1.717330759836177e-52,0.006087932610324843,0.0836587269207984,-0.04049013842011636,1.1804546093957431e-30
positive_economics,12157,34.553,59.699,0.05,0.43,0.662,-13.652,-0.05180366462880737,1.0966586041417838e-08,-0.004088866828198871,0.6521416147301125,0.06525672767897604,5.930751685801103e-13,0.051007153967032766,1.832948274222173e-08,-0.012610213910518808,0.16443804423099767
applied_psychology,52538,29.944,53.862,0.054,0.232,0.303,-10.416,-0.03832491577138441,1.5287321343459155e-18,0.014566648003976314,0.0008409759598835139,0.030473409687605313,2.821940809098451e-12,0.03704857416220339,1.9847819343086675e-17,-0.009878199779818738,0.023561800861114382
control_engineering,213345,17.453,25.608,0.078,0.123,0.156,-8.633,-0.07576744939234417,4.389918068534342e-269,0.04100237871846649,4.713970213888302e-80,0.029577047707889298,1.65809727723837e-42,-0.001152940275364344,0.5943576398430591,-0.038678224439249766,1.956596481199794e-71
regional_science,6579,26.252,30.671,0.102,0.487,0.822,-10.125,-0.0723600123550573,4.208480668871474e-09,-0.028410279083702698,0.0211993931602748,0.030554992325477214,0.01319528399544821,0.01670139078998999,0.17557559032735348,0.004155473865702268,0.7361227834380425
geodesy,24116,20.706,34.355,0.045,0.283,0.402,-10.115,-0.058636347759103334,7.998758364712643e-20,0.025186711520978008,9.16317994051513e-05,0.01906380043710711,0.0030704491839144894,0.008837735265439574,0.16994004638481844,-0.03092853523187193,1.5560955166994144e-06
electronic_engineering,773770,15.541,26.345,0.13,0.054,0.063,-7.551,-0.07868839150287177,0.0,0.004166972115646868,0.00024690061237028944,0.022184942436426155,7.845525226627204e-85,-0.01725217752258102,5.0342525711472395e-52,-0.013672388382604813,2.552235905341858e-33
public_administration,76508,23.769,30.261,0.114,0.164,0.204,-10.236,-0.0775148119432679,2.807375197852941e-102,0.028664035498526617,2.1915515767142563e-15,0.032660760274854636,1.6213086440106858e-19,0.01557033133520728,1.6551597586033122e-05,0.009120488628964212,0.01164425878831835
advertising,67789,28.509,42.425,0.092,0.249,0.348,-10.187,-0.09413670934176153,3.0767398956787783e-133,0.016513749580297846,1.7096257813363564e-05,0.055178795409972156,7.192970205668761e-47,0.02153013080268147,2.068165759099226e-08,0.060915005957503175,9.520264671065895e-57
urology,79649,23.38,36.072,0.019,0.224,0.301,-8.841,-0.04429736862490413,6.783045162905504e-36,0.020740051335242052,4.80388221295351e-09,0.011288048110037228,0.0014436340382331474,-0.023612115693720494,2.652566100000061e-11,-0.04135633034542415,1.681547566939704e-31
astrobiology,13703,40.161,41.922,0.038,0.304,0.444,-9.761,-0.07563607619735221,7.593042973353398e-19,0.023616063408627118,0.005698821031593349,-0.006646464582505457,0.43658580179075984,0.023968201954041916,0.00501824356388487,-0.020666942755050842,0.015550146836367471
mathematics_education,96110,23.735,33.89,0.084,0.127,0.154,-10.714,-0.06404024286706042,6.881189737099873e-88,0.027231183153103522,3.0781144636629166e-17,0.028243165466485143,1.9968203247119842e-18,0.006007397555004899,0.06254916396398362,-0.014694745505981379,5.218786078370886e-06
classical_economics,1264,25.968,46.741,0.091,0.681,1.48,-13.528,-0.058193641332310274,0.03857876845789411,-0.07281333753827687,0.009608943432043686,0.06215527452625988,0.02712299613062734,-0.048949587653190144,0.08192666830590194,0.03343060187950727,0.23494893931253885
earth_science,7030,51.948,55.385,0.039,0.468,0.824,-11.399,-0.04808799269294473,5.493842286048476e-05,0.02550437997092608,0.03248553181115913,0.022925046354191667,0.054597771721229364,0.07418929785512143,4.727703751504863e-10,-0.021172444994628066,0.07588320077872945
human_computer_interaction,91290,24.445,35.813,0.097,0.224,0.296,-7.233,-0.07511843587555386,2.3545377630617377e-114,-0.02122992470358734,1.4073557836311007e-10,0.05335977188206516,1.4832099162098187e-58,-0.01177896887290011,0.0003722694414537272,0.0346611399873214,1.1182343242169546e-25
traditional_medicine,47439,24.439,27.263,0.15,0.387,0.595,-10.751,-0.1440462905609176,2.6383724419955674e-218,-0.04984713269116303,1.7217827032815038e-27,0.05869821157599836,1.7382597901649211e-37,-0.046348683933935576,5.5166264194404465e-24,0.05503952906958322,3.699252321287193e-33
seismology,64303,30.81,37.92,0.022,0.156,0.199,-11.111,-0.05484667032172893,4.908120223176242e-44,0.05012306551835258,4.698991400639362e-37,0.009205584169654158,0.01957690850734159,0.042945578218903664,1.2180704290451752e-27,-0.009056011399006508,0.021651359142498737
environmental_health,119424,29.588,44.593,0.045,0.204,0.275,-8.203,-0.05828740725110531,2.2094392956544424e-90,0.02466240801038595,1.5415253006723053e-17,0.018531793866935993,1.5070579036085098e-10,-0.029158323633206404,6.876373473744212e-24,-0.037442291029334815,2.552877829488482e-38
nuclear_engineering,31059,13.188,19.639,0.145,0.222,0.293,-9.682,-0.08928288612297205,5.35878728355619e-56,0.015348903611207408,0.006828911734561466,0.0031371250763249465,0.5803645200426713,0.025376203246640146,7.72266986546011e-06,-0.030905368693415647,5.102264384650999e-08
obstetrics,112850,24.392,36.427,0.024,0.196,0.255,-9.076,-0.06348190524691767,4.169450234674721e-101,0.028360603722379522,1.5875609653207008e-21,-0.004213061772428105,0.1569832115965924,0.00041908778719930385,0.8880411736406767,-0.02444151292547952,2.1787745766394116e-16
media_studies,23139,22.85,26.998,0.133,0.307,0.431,-12.668,-0.07708156956678797,7.752926967955757e-32,-0.0011884783730588848,0.8565435670719993,0.06390510821739191,2.2381653074903097e-22,-0.015365337703525741,0.019422998425916296,-0.06113988296880075,1.2964450198898138e-20
agricultural_science,6698,22.158,22.825,0.146,0.474,0.812,-9.951,-0.12249632750859996,8.19102389956538e-24,-0.02888927631744628,0.01805986822856245,0.03584744782952628,0.003344113137011995,-0.01282641680748167,0.29391217500685896,-0.09952571479795927,3.239193297861429e-16
combinatorial_chemistry,48253,35.248,32.45,0.093,0.278,0.37,-8.552,-0.06763920895482295,4.814091211203013e-50,-0.006890524187645953,0.13012979177550715,0.040551739060800465,5.045636636251411e-19,0.015975776299432108,0.00044901354337686033,-0.03532436379663818,8.37517361563791e-15
environmental_chemistry,156157,31.86,39.199,0.042,0.176,0.225,-9.747,-0.07351331486461293,4.921279735629631e-186,0.01740047622964014,6.131492914403075e-12,0.007114554508083739,0.004931866148696247,0.020128901797250937,1.7910109594744992e-15,-0.06799126181558132,2.267105901084532e-159
atomic_physics,341350,21.328,27.789,0.053,0.057,0.069,-10.244,-0.01576625712510083,3.20102170022259e-20,0.018797548044183057,4.591587804502154e-28,0.020258983562790288,2.4974000014805144e-32,0.028362456927040834,1.0728211879916943e-61,-0.10673062042582404,0.0
oceanography,82913,35.252,35.034,0.021,0.169,0.228,-11.543,-0.050961269284446595,8.232853726733873e-49,0.03383697347342569,1.9212460974392574e-22,-0.006028159611235996,0.0826036074872561,-0.02374545090011553,8.01536650040957e-12,-0.044556506890126024,1.0298793667677204e-37
toxicology,52956,34.49,38.837,0.038,0.407,0.616,-10.325,-0.06986685074750854,2.6703539194398765e-58,0.021007062775651432,1.3341330654080963e-06,0.001521768764323112,0.7262006420616759,0.03225175121081719,1.1399290483879566e-13,-0.043770352957440146,6.975463851595219e-24
welfare_economics,15458,25.215,45.648,0.038,0.432,0.693,-12.559,-0.02392774538951075,0.0029286742323692593,0.015233834083689158,0.05822733945432113,0.04515857663117375,1.943166279225787e-08,0.11933355053598446,3.897411233840142e-50,0.09192218660485849,2.2969786399395016e-30
polymer_chemistry,232690,21.44,25.381,0.123,0.071,0.083,-9.966,-0.08741822697543372,0.0,-0.001379068430543028,0.5059026862765527,0.03623969218204773,1.801912696067329e-68,0.0051050491859903555,0.013794370974110756,-0.03820810678250089,6.57816563271493e-76
algorithm,251759,18.966,38.192,0.057,0.166,0.227,-9.179,-0.03450066334685038,3.563988953047418e-67,-0.005400531205534378,0.0067332967101889785,0.050865442296416576,7.37989077072402e-144,0.034437715293638864,6.16938264936469e-67,0.064884120664014,5.651407376363651e-233
molecular_physics,38431,24.195,31.165,0.038,0.218,0.283,-10.527,-0.02402370380025532,2.4760541771575024e-06,0.015898327674591893,0.001828403747993399,0.03017056968213829,3.3038629656612396e-09,0.049904128746227155,1.2565604042754222e-22,-0.12433988809391186,3.114037043567779e-132
marine_engineering,51077,12.382,17.393,0.153,0.17,0.212,-14.249,-0.111913630109442,5.159560476810933e-142,0.007872651841651063,0.07520357628841948,0.027962702534206244,2.6035779979358906e-10,0.05252720940022866,1.5185760732432238e-32,-0.023842999823497812,7.077008708528995e-08
cell_biology,447274,52.691,77.847,0.011,0.104,0.129,-7.118,-0.03488180033339681,1.9355273638039875e-120,0.017490566514487573,1.3003426989002316e-31,0.06396950242662996,0.0,0.0039052211764067286,0.009007803804801272,0.0003836252425430185,0.7975166973108374
speech_recognition,102456,21.374,32.572,0.075,0.185,0.238,-8.295,-0.060739264056144215,2.4162346096909672e-84,0.010641307179242882,0.0006587289956546143,0.038568870861007576,4.879799689539904e-35,0.0018782389842338554,0.5477107844876424,0.04122215680801206,8.756509378747354e-40
labour_economics,74004,26.835,44.35,0.045,0.176,0.226,-10.388,-0.05785601349127004,6.665755629369395e-56,0.025796031888701765,2.242334223352929e-12,0.05517514087710211,5.36114512783973e-51,0.028058854901597846,2.2684968357590607e-14,0.024400944105711066,3.1618262923026245e-11
epistemology,75151,28.077,35.836,0.069,0.193,0.249,-15.929,-0.029524966140046797,5.702463621839646e-16,0.00756876825216056,0.03799827719128386,0.04972139137850995,2.358116196473964e-42,0.03732539896018874,1.372521944944326e-24,-0.0570776977603694,2.8566558180129964e-55
operating_system,70284,20.862,35.039,0.205,0.172,0.227,-5.476,-0.12362414488507623,2.20938204250456e-237,-0.042964257379389595,4.4095766034791225e-30,0.06969642678504494,2.0847882412984347e-76,0.024791993512940192,4.913585540843607e-11,0.0008991899566256449,0.8115854284493496
geomorphology,140592,36.532,37.778,0.017,0.122,0.172,-12.622,-0.053103580322385664,2.4513995713921935e-88,0.04270710209165226,9.198146027121086e-58,0.013772115781377246,2.4155153718189467e-07,0.03344827227101594,4.2326078572727605e-36,-0.038148536027926526,1.9197218240451213e-46
pure_mathematics,66385,16.643,24.993,0.021,0.127,0.167,-14.01,-0.021045138836917856,5.86598953243756e-08,0.0268200208961549,4.8000108238699044e-12,0.09597790879050379,1.2770515339973737e-135,0.045097162611615615,3.072023483219371e-31,-0.05237567631612894,1.4859979021748414e-41
medical_emergency,69068,22.71,30.421,0.066,0.257,0.344,-8.047,-0.07592745720996553,7.770126029439662e-89,0.021233583111298637,2.393021751239192e-08,0.024155984191979497,2.1644410674417168e-10,-0.026927748365748776,1.462701359869491e-12,-0.0053957434177804775,0.1561823762687389
economy,51685,25.607,32.494,0.104,0.249,0.354,-10.975,-0.0631351186735633,8.296112718295381e-47,0.00030511301460338196,0.9447000909210812,0.04398980716145523,1.4431974472844337e-23,0.012083639039606277,0.006011217708020263,0.017069382304880087,0.00010411366682703059
economic_growth,83886,24.46,31.149,0.117,0.172,0.214,-9.091,-0.07479610541522724,2.3721639506691652e-104,0.019182342289138794,2.7567066072229516e-08,0.040400887017471764,1.188267846841793e-31,0.0020821663385985375,0.5464746499866524,-0.021263419668967404,7.313839146880707e-10
classical_mechanics,243150,21.958,32.359,0.036,0.092,0.117,-13.367,-0.03346773229041906,3.237143360165874e-61,0.029650722348574958,1.9750018801019905e-48,0.047374456834565745,7.958236569459428e-121,0.058252039313132824,9.460930891800903e-182,-0.08806449994013155,0.0
computer_vision,415165,19.958,35.157,0.114,0.1,0.125,-7.544,-0.052389705377159965,3.943526629226073e-250,-0.01646857351244645,2.622667444332259e-26,0.03387635269937525,1.1068805295700626e-105,-0.02771097248979076,2.483581854621197e-71,0.04118550853290331,2.682254667568301e-155
water_resource_management,11279,21.198,26.78,0.122,0.328,0.493,-9.657,-0.08881156975066315,3.399518690756794e-21,0.012853953705321223,0.1722439788709802,0.023449299068692808,0.012758367654476277,-0.002677495879930558,0.7761604742536642,-0.061882770545601595,4.7781513947867966e-11
medical_physics,36527,28.65,38.77,0.045,0.357,0.529,-7.809,-0.05050610639154268,4.520867622933602e-22,0.008826186664596168,0.09163425973776636,0.039409721581758525,4.895707674876408e-14,-0.023192277425348087,9.29475097935602e-06,-0.04981496793487715,1.6307681111762021e-21
classics,8372,30.325,22.817,0.185,0.345,0.525,-22.06,-0.03664349541549469,0.0007980930474339504,-0.030931690160567658,0.004648083017166027,0.046252052893069245,2.299456969761567e-05,-0.011398489782074655,0.2970296343604499,-0.06067537888335317,2.7601980247152556e-08
database,120750,24.221,41.945,0.159,0.221,0.341,-5.897,-0.09790124128696656,7.03417011234286e-255,-0.08621997100401489,6.021113138756219e-198,0.08697144458296648,2.175802200834347e-201,-0.0651043719919268,1.4941711449107254e-113,0.052227783901738926,1.0530023896125994e-73
chromatography,643135,22.971,31.597,0.05,0.107,0.126,-9.899,-0.01800287663265802,2.954695710054228e-47,0.018487764440464367,9.710096430321365e-50,0.007753595404286781,5.03110375272422e-10,0.02155550283585211,5.7366631553075794e-67,-0.06729425004775659,0.0
social_science,178105,29.643,38.466,0.08,0.139,0.173,-12.447,-0.04369430382981246,5.335097897612591e-76,0.012695491014914182,8.415225263994189e-08,0.041833983089159615,8.141724288232089e-70,0.011578809263177732,1.025531226101342e-06,-0.04445615396167769,1.3101981755981799e-78
genetics,709150,40.662,65.547,0.01,0.127,0.163,-7.852,-0.014006697650113052,4.105552678758044e-32,0.019232781982198646,5.24372089962516e-59,0.03065762782061254,4.876206140786707e-147,-0.032217576216420026,3.5320354871418107e-162,-0.016257177574903255,1.1456994962920971e-42
psychoanalysis,17413,23.921,23.479,0.117,0.278,0.395,-16.772,-0.038598387604760406,3.489042399678251e-07,-0.019842090019894308,0.008834349492611044,0.06626776363032137,2.0669293860427302e-18,-0.00996869547444651,0.18837865579963148,-0.0341648693958641,6.503216894788147e-06
environmental_planning,23923,27.554,27.466,0.134,0.279,0.388,-8.543,-0.07308034320148066,1.0697231110995863e-29,0.010738957910331692,0.09672100800784264,0.03473039521995089,7.73892962870694e-08,-0.0033352589719117137,0.6059654328376933,-0.05000699948036251,1.0016147278270765e-14
automotive_engineering,171815,13.562,19.44,0.179,0.09,0.105,-10.274,-0.11360205338295978,0.0,0.006571529139656607,0.006450703841070607,0.027378246891470618,7.375237689685066e-30,0.020680021733020637,1.0096213266961177e-17,-0.00566465496639687,0.018872813947296976
operations_research,53884,22.68,37.405,0.076,0.322,0.465,-9.948,-0.05713050757264354,3.3560102474312645e-40,0.027654562850476745,1.3581629541079848e-10,0.038643500272528906,2.8741857384357007e-19,0.03314772596314204,1.3985044455918716e-14,0.018527363334950843,1.700192617138266e-05
internet_privacy,27462,23.393,42.738,0.11,0.357,0.54,-6.512,-0.08710779341841474,2.1044408553658568e-47,-0.018305734102862917,0.002415900806036691,0.07233055802088229,3.486972731609411e-33,-0.021562330905839498,0.0003522553927742962,-0.010365408267020152,0.0858534603886414
combinatorics,175477,16.161,30.76,0.016,0.113,0.148,-12.931,-0.02028557355293846,1.9216291712606857e-17,0.03356947560844198,6.135358156817651e-45,0.0814297569553297,7.373366619781563e-256,0.09083872640343876,3.942446e-318,-0.02873560828498645,2.1964849289419733e-33
economic_policy,16485,23.196,31.017,0.114,0.303,0.444,-8.994,-0.10625064503966658,1.3435799336303405e-42,0.011730843787273258,0.13203978901515823,0.04890291209002155,3.3398845282547746e-10,0.00272989514546099,0.725981477962647,0.0114633828083509,0.141084224076012
acoustics,233356,15.715,23.359,0.16,0.118,0.142,-11.039,-0.07123091332382803,4.0528703766828536e-260,-0.020022087107256756,3.927927193134658e-22,0.03840797189437651,6.712407827855108e-77,0.008131638109623675,8.558791810291328e-05,0.02382018994928816,1.1971306847009121e-30
