name,number,reference,citation,dvalue,newk,newknum,refage,C&D,C&D_p,K&D,K&D_p,K&C,K&C_p,K&A,K&A_p,D&A,D&A_P
process_management,22708,25.357,34.39,0.102,0.301,0.445,-7.956,-0.06587416619307512,2.8752384782684857e-23,0.01522675554026846,0.02175875664345741,0.06769664902566491,1.7434984803617437e-24,0.03983715064887558,1.9111658924157634e-09,0.018749090776157183,0.0047217810469530825
ancient_history,15309,31.16,18.832,0.135,0.29,0.424,-17.838,-0.07284537835902727,1.8071581861644635e-19,-0.02469291567926233,0.0022471590381751357,0.04104278805386577,3.775716907040837e-07,0.007622288016884112,0.34566100195165356,-0.08389215680915696,2.547303310081916e-25
molecular_biology,671549,36.699,43.116,0.017,0.099,0.121,-7.362,-0.027896994066915384,1.025611505039705e-115,0.009224622262328723,4.044698913961909e-14,0.0579163370151466,0.0,3.482908088099385e-05,0.9772300981395129,-0.028112255034571133,1.7706301679008146e-117
physiology,38928,39.219,43.84,0.028,0.428,0.687,-10.576,-0.05419729633252863,1.0096271730588539e-26,-0.005948101532127607,0.24057779108627844,0.027546203220683393,5.455958539142049e-08,0.0008928928193175081,0.860165308144739,-0.06320616773851867,9.270213909640907e-36
radiology,206242,23.981,27.477,0.019,0.177,0.226,-9.056,-0.04060852052247441,5.272679337590694e-76,0.03211233797530727,3.391676082685132e-48,0.015579918806673834,1.4855548238867563e-12,-0.006116121478612365,0.005476588327234991,-0.024732979270230878,2.780773947184636e-29
biological_system,18430,32.983,42.948,0.038,0.593,1.05,-10.032,-0.03972137594587832,6.882062255063372e-08,-0.019525840624424674,0.00802906543821866,0.05370928907044531,2.9602863127627997e-13,0.015131487264223805,0.03995772796568073,0.007638120590932254,0.29979450381432504
process_engineering,35842,22.503,29.271,0.138,0.293,0.398,-10.019,-0.08891773922229917,7.90659004738655e-64,0.001120264267212527,0.8320439077047126,0.01686206914014743,0.0014107636733729089,-0.0035623545246512393,0.5000551423110463,-0.03257936567553216,6.857450132241959e-10
public_relations,168535,31.048,46.961,0.075,0.136,0.165,-10.312,-0.06370648419407612,4.5100040253085e-151,0.036408540933098324,1.5193841645808572e-50,0.05104591741518641,1.2482100125204577e-97,0.030561401780239833,4.014718020506505e-36,0.03817082426144516,2.21174960748679e-55
botany,727012,29.521,34.702,0.024,0.14,0.18,-12.199,-0.05198999694267183,0.0,0.02848828899521358,2.191054240634338e-130,-0.006213408630595786,1.1713900034704442e-07,-0.04191353763436784,5.894501994292469e-280,-0.07584649633545214,0.0
nuclear_medicine,84373,24.798,40.441,0.019,0.277,0.382,-8.248,-0.05281417681880398,3.4642807641867846e-53,0.03072497352382189,4.390339831810039e-19,0.015203519962331742,1.0037642952843322e-05,-0.023576190941870377,7.435038612607584e-12,-0.04124022989689992,4.311034533448802e-33
finance,85884,29.703,64.392,0.046,0.175,0.243,-10.376,-0.04646694957124117,2.85376957439682e-42,0.04954717524736563,7.937840833987403e-48,0.04760704296592571,2.7567418952948293e-44,0.0715748121598029,6.244927014433464e-98,0.054902400657849175,2.4862278962483983e-58
public_economics,41543,28.983,40.905,0.053,0.269,0.363,-10.285,-0.06007508877828484,1.5743332464479974e-34,0.036042315335245274,2.0067286935026737e-13,0.05741763440008848,1.1033879978823432e-31,0.04557017879210143,1.5041286198896462e-20,0.033728548570124306,6.141158067893457e-12
gynecology,160874,24.946,29.339,0.055,0.171,0.225,-9.389,-0.0466243533823651,4.0548650280819247e-78,-0.03644068204706942,2.0703875648834925e-48,0.015912481123989658,1.7398388397529408e-10,-0.06223575556904461,8.629420942461168e-138,-0.042785100319939956,4.574970718281739e-66
petroleum_engineering,46499,18.81,22.024,0.148,0.209,0.285,-13.007,-0.14082260436122473,1.5117052713683993e-204,0.0013214438250548225,0.7756872916700878,0.03789831230183238,2.9594550035605905e-16,0.047733603993824925,7.142748204718164e-25,-0.003848397081890602,0.40663222189539894
software_engineering,48763,18.77,34.33,0.093,0.221,0.305,-6.571,-0.041968557285770536,1.8356493966418738e-20,0.017462564306075692,0.00011509783593802643,0.04661381171103032,7.137743993537424e-25,0.028015937529791923,6.107467017264168e-10,-0.010339183972836473,0.022422308040791723
environmental_economics,18635,23.296,35.392,0.106,0.351,0.533,-8.025,-0.10428368240275163,3.189592844458008e-46,0.006262950852157782,0.39260268476375315,0.02532714907484271,0.000544739646314819,-0.05936692293379879,5.029037283888945e-16,0.024900448812837803,0.0006751878154295335
surgery,1339734,23.056,41.947,0.024,0.082,0.094,-10.109,-0.04069975011035043,0.0,0.02197957068379043,8.28550956052935e-143,0.04248109996171701,0.0,0.008132170082862792,4.827255921464776e-21,-0.021397389108372945,1.905709954328368e-135
intensive_care_medicine,288257,35.292,38.204,0.029,0.152,0.192,-8.321,-0.04764729460928054,1.6879439267196395e-144,0.023324738898932804,5.476563877598252e-36,0.01571935965340088,3.169536267839808e-17,-0.02949881712113415,1.6179107263025765e-56,-0.003661335884323686,0.04932708217165142
data_science,35207,30.761,47.289,0.075,0.379,0.577,-7.672,-0.040702424296036516,2.1704355292995486e-14,-0.003959964169725173,0.4574783291413224,0.03836856951537757,5.946926287927156e-13,-0.03387567618290369,2.045690316557664e-10,-0.006702704022491898,0.2085244231712277
discrete_mathematics,221674,16.928,32.097,0.016,0.102,0.128,-12.355,-0.020380453386351815,8.268733980254436e-22,0.03736873150275426,2.4591549300860176e-69,0.07193252685785144,4.554178718161601e-252,0.08807514143127076,0.0,-0.02128510819780373,1.2128152111315891e-23
environmental_protection,37518,25.303,36.629,0.098,0.35,0.544,-9.186,-0.06952683482527303,1.9716592873678175e-41,0.012347500883383431,0.016771981748848065,0.01399873255770162,0.006697228126555537,-0.04614190034477064,3.8236427082302283e-19,-0.04877253865631098,3.3134440248372554e-21
economic_geography,10640,34.4,43.116,0.055,0.412,0.63,-11.086,-0.04994285896924315,2.546673028734595e-07,0.0006598869295267621,0.9457381942657909,0.04564693400389553,2.4723058607752644e-06,0.0008609572577947602,0.9292427275787567,-0.0028101831379831205,0.7719402040663256
demographic_economics,18494,28.522,44.048,0.046,0.346,0.512,-10.389,-0.061820873468508494,3.9401994221076254e-17,0.015898291124662907,0.03061500204072701,0.058399425186864556,1.893339140474679e-15,0.030784134427819597,2.8250996592477964e-05,0.02577451744189832,0.00045576720715194354
cognitive_psychology,149593,45.262,67.716,0.012,0.159,0.201,-11.124,-0.03283033463534969,5.823779673966993e-37,0.019880255346353744,1.4732771296493798e-14,0.05935251279890896,8.104076901937518e-117,0.008585187328173812,0.0008984085216577291,-0.04403611552435484,4.141385391635846e-65
humanities,94203,21.69,16.314,0.144,0.16,0.233,-11.412,-0.06449707675850375,2.1605700599633994e-87,-0.057921259149888604,8.124457711898188e-71,0.07933964597594663,2.212791560249263e-131,-0.08694034419542307,1.8726654102568296e-157,-0.02248420666172346,5.136664717715605e-12
agricultural_engineering,5560,17.399,22.019,0.177,0.502,0.859,-11.006,-0.1289005261443867,4.932917204787605e-22,-0.08306106947385467,5.546371012229892e-10,0.07518313544125377,1.9914149972300312e-08,0.05334184868177291,6.909072901613521e-05,0.008392257468524221,0.5315495124281967
oncology,100139,36.336,38.105,0.02,0.178,0.231,-7.407,-0.04005578197215169,7.586459370799684e-37,0.018188473042984713,8.6079151218948e-09,0.048842467444908166,5.966939931580797e-54,-0.006808909757977904,0.03118842424180244,0.010251269880235293,0.001178500364145882
horticulture,68604,18.573,18.777,0.114,0.232,0.323,-11.964,-0.08703416800761479,1.8695149626875727e-115,0.004739145074180373,0.2145028686397378,0.02628968520982134,5.6999187152743645e-12,0.0013189487995141505,0.7297502729719669,0.03508258750687672,3.869642627804399e-20
psychotherapist,83573,32.056,39.63,0.046,0.178,0.219,-11.226,-0.05889113487206777,4.192266748746499e-65,0.018670738025798064,6.742073625204946e-08,0.031171512313517606,1.9971711791620684e-19,0.03753348753989437,1.9043367077789428e-27,-0.06089987227624037,1.6807845440158063e-69
anthropology,43631,27.197,29.479,0.1,0.266,0.359,-14.415,-0.06535461499155495,1.6314763881103013e-42,-0.010108089141560975,0.03474012430526551,0.05141105258524365,6.218556552694581e-27,0.008433179326453728,0.07815274945782676,-0.03729523181088154,6.557731226166667e-15
engineering_ethics,22100,26.629,33.013,0.135,0.325,0.459,-9.601,-0.07291142652717955,1.9320519357483735e-27,-0.011895218245582132,0.0770084489734416,0.04839735709155849,6.083586516303573e-13,0.0013347550378766386,0.8427207998524453,-0.04850616560839291,5.401377164732506e-13
waste_management,267394,18.596,27.437,0.141,0.106,0.128,-11.085,-0.11374275546292718,0.0,0.004117471636873507,0.03324185339405807,0.010366697079935167,8.287532368812593e-08,0.008133156151446176,2.602552277029129e-05,-0.06513722910845113,3.1268175371109864e-249
pulp_and_paper_industry,34040,17.188,24.413,0.209,0.249,0.347,-9.443,-0.1391284428912015,1.0436146750927678e-146,-0.03385446306643784,4.165756990078335e-10,0.025830331455122507,1.8764089742809497e-06,-0.0669342275756328,4.1578593922033494e-35,0.07287704173371891,2.5760524871220566e-41
monetary_economics,28796,26.881,43.22,0.037,0.177,0.229,-9.947,-0.039336990708359484,2.4298681239388157e-11,0.03366471362538913,1.1030811634230619e-08,0.05543377435197089,4.794282905841932e-21,0.03134452937810967,1.0373884700714965e-07,-0.013524800504558156,0.02172850043334196
engineering_physics,9414,30.297,43.9,0.139,0.455,0.738,-9.773,-0.08158058822158684,2.234496515646798e-15,0.0038947787986777114,0.7055456206202726,0.016135373151339758,0.11747953834744225,-0.03686377341174996,0.00034692683405647987,-0.07949269613012054,1.126987856532254e-14
law_and_economics,12019,26.877,41.399,0.098,0.432,0.66,-13.298,-0.07661331966272009,4.0757188143878677e-17,0.00687191011249907,0.451265880661906,0.05287397258693219,6.62788333466314e-09,0.00997953157881928,0.27396310530704643,-0.003018160496886287,0.7407571142544833
family_medicine,189956,23.156,32.489,0.066,0.138,0.172,-7.783,-0.050433993340869496,3.2171223338775176e-107,0.012628879962709942,3.705391384355549e-08,0.028525408768421943,1.6885491500956312e-35,-0.028845134750096438,2.9208159007247048e-36,-0.019360387537219366,3.207344924612677e-17
medical_education,60504,20.442,29.396,0.098,0.183,0.232,-8.458,-0.04208950734696513,3.874786054750233e-25,0.014742791911367077,0.0002873006536918562,0.03350495982432149,1.6717936363823905e-16,0.008454007914454435,0.037573811058367546,-0.03393937662654345,6.797928391257916e-17
computer_network,388814,19.691,33.174,0.176,0.07,0.085,-5.278,-0.08770318847586421,0.0,-0.019298254943923024,2.3404921048039345e-33,0.055698366223633625,1.0655445419243554e-264,-0.019388466351945667,1.1817918683258116e-33,0.05043424857750286,2.368235213798715e-217
anesthesia,516339,27.676,37.32,0.018,0.128,0.156,-9.533,-0.04616935508241044,1.3400968761235659e-241,0.027655861679442506,6.520617045722012e-88,0.021826534149388552,1.8956830434687594e-55,0.00918994193013251,4.009788871933638e-11,-0.03180539542339016,1.1610901627922775e-115
gastroenterology,163665,27.648,42.052,0.018,0.174,0.216,-8.988,-0.04536277935725999,2.6927604159858746e-75,0.02117628807428682,1.0541208761233779e-17,0.027811639745033846,2.2273925692703392e-29,0.0059920395672115444,0.015345758719089749,-0.019043442789450384,1.3108357156806115e-14
machine_learning,192503,24.628,49.306,0.033,0.177,0.24,-8.556,-0.024818511711444242,1.2755812201087753e-27,0.026340647879718196,6.653050061543956e-31,0.032188677562371544,2.6114452091885473e-45,0.0364324219503485,1.5005740854703906e-57,0.0019724326118385196,0.386817491299173
environmental_ethics,15915,28.814,33.285,0.121,0.379,0.563,-13.74,-0.05782116163735973,2.8788774940845394e-13,-0.012384474516086052,0.11821816794239896,0.052322460636858456,3.9824752746416185e-11,-0.004993242922397876,0.5287761436803773,-0.061835152893226726,5.826314695409216e-15
thermodynamics,204531,21.763,31.383,0.037,0.104,0.126,-13.255,-0.04276214573756784,2.1208702667725717e-83,0.025839586106500563,1.470459533914911e-31,0.02858247094463965,3.0875156197770255e-38,0.05793427165505245,1.4644893657590098e-151,-0.06584686003405157,2.773194447223864e-195
particle_physics,85157,29.729,36.963,0.057,0.075,0.096,-8.09,-0.04236707151244243,3.85577456259922e-35,0.0028442831122676973,0.4065394208272983,0.04321462418448234,1.71355675462868e-36,0.01843618468782218,7.433485621503357e-08,-0.1589242178042764,0.0
architectural_engineering,12200,17.808,32.756,0.121,0.426,0.689,-9.805,-0.07094519230190721,4.321400637655081e-15,0.019791231566622224,0.028815380332476777,0.015335177857658278,0.09031245907751173,-0.03395363888390582,0.00017613127693358058,-0.0721956898430072,1.4180748651899651e-15
manufacturing_engineering,18873,18.472,24.946,0.16,0.344,0.493,-8.392,-0.10181117991757324,1.1395509380237456e-44,0.022025645965213572,0.0024778879073057702,0.027568868515730267,0.00015195429662379913,0.01578432667723462,0.030126208790926607,-0.017195874080588577,0.018158468779680564
pathology,616695,30.524,32.962,0.019,0.133,0.16,-9.301,-0.032807767412578424,1.88472911318083e-146,0.02898777055102085,9.343977169458225e-115,0.021015230005856814,3.375393144146417e-61,-0.017274812653131216,6.294213416351028e-42,-0.029759124779026418,7.685933587161453e-121
simulation,207630,18.822,27.547,0.095,0.198,0.257,-10.054,-0.08617015091984331,0.0,0.0010883053652425445,0.6199655882224158,0.05032377076665763,1.6473583854861035e-116,0.03217310311876158,1.0987298416988725e-48,-0.014337049916849573,6.438813299979231e-11
demography,106733,28.073,49.111,0.031,0.22,0.305,-9.811,-0.04043546163673383,7.138940881385817e-40,0.014315259545218516,2.911270133603431e-06,0.0034907403121941967,0.25411321102395,-0.06891268199872194,1.6711009918125797e-112,-0.04987381357776324,9.283615447809593e-60
parallel_computing,88374,18.731,33.605,0.068,0.176,0.237,-7.045,-0.05229119620589821,1.461793386796681e-54,-0.0069661553184859615,0.038370189152334234,0.044118021008139725,2.479625866347491e-39,0.0493243872632333,9.777490086123129e-49,0.016335615803808535,1.1949761698058534e-06
microbiology,391332,31.715,41.899,0.021,0.141,0.178,-9.394,-0.05032813055687266,7.803981063928294e-218,0.027511447919764873,2.1064951241990575e-66,0.021703822611585738,5.3557669169966116e-42,-0.03051610353136467,2.8213369312965054e-81,-0.03530533212852169,3.722662232171703e-108
forensic_engineering,46664,15.974,24.488,0.122,0.314,0.436,-12.532,-0.09573726316968637,1.9330379119955492e-95,0.014415114935405343,0.0018456315560490667,0.038259009188199,1.3684343111711596e-16,0.0718986684218167,1.562602788852256e-54,-0.052672892248335254,4.914730287549586e-30
immunology,1044439,39.144,52.475,0.013,0.082,0.098,-7.859,-0.037409482076411954,5.0335e-320,0.026162863027319738,1.51291568794409e-157,0.03061387855877628,5.63011744680862e-215,-0.01806827283749157,3.816315594941817e-76,-0.02705296201190065,2.599896622132393e-168
dentistry,128129,25.929,34.437,0.03,0.209,0.271,-11.583,-0.07455130934202303,2.5677325948944477e-157,0.01849242718983217,3.594751520926716e-11,0.023658738156971885,2.4586862754428196e-17,0.0280077665799454,1.15658448778345e-23,-0.054768334213641676,1.0659381995348413e-85
optics,824288,16.512,26.189,0.106,0.054,0.063,-9.072,-0.06244009583328354,0.0,-0.004152813628314206,0.00016301038958511783,0.02969927412393188,3.3270363790503385e-160,-0.01911611389804294,1.7419248031054156e-67,-0.022430933693685352,3.2388143713692206e-92
biophysics,86127,38.018,56.516,0.021,0.267,0.355,-8.76,-0.03897728544329068,2.549077735236459e-30,0.004332508498100527,0.20356284619645193,0.05306895627538122,9.189632327214936e-55,0.01586357297298391,3.2276915273509138e-06,-0.054646721841818555,5.79498973996385e-58
polymer_science,9285,29.188,32.485,0.168,0.326,0.476,-11.774,-0.09235883699849942,4.771724454578287e-19,-0.041211935236672576,7.118750611745805e-05,0.0679439140859383,5.613621117509599e-11,-0.004235475850434166,0.6832209260286591,-0.01534150455541987,0.13936081922975144
cardiology,408174,29.489,46.947,0.017,0.104,0.128,-8.607,-0.03491261779635445,2.833359833953803e-110,0.0167033424307889,1.372969598709629e-26,0.027866066695177057,6.279545380087238e-71,0.002473431438832249,0.11405289010601051,-0.033535597456064464,6.817305459046683e-102
theoretical_physics,23603,30.547,37.711,0.054,0.291,0.438,-13.921,-0.028954676581697692,8.623822303136723e-06,0.01908164011182506,0.0033713922805465304,0.06063311352058052,1.1276358722253937e-20,-0.015227700106031522,0.01931039399784298,-0.08171055444566908,2.9432646949270156e-36
chemical_physics,53833,34.946,41.663,0.035,0.201,0.254,-10.502,-0.031490100867935925,2.712350799377577e-13,0.014991114826077095,0.0005045218621390863,0.03930363297314654,7.339873002913674e-20,0.031328313794359235,3.584455975381675e-13,-0.13315802827058507,1.946461258953044e-211
information_retrieval,100035,24.22,39.617,0.126,0.179,0.236,-6.259,-0.07677489630264767,1.2586457213067115e-130,-0.030237400781516648,1.115024537352015e-21,0.06142128961296772,3.235847647904991e-84,-0.032796023992529025,3.205657742477837e-25,0.05750996412067579,4.7738110131337146e-74
linguistics,85679,28.865,39.688,0.044,0.16,0.206,-12.087,-0.05604178421194185,1.4540026819443016e-60,0.02974754233155439,3.0603774450902937e-18,0.04456259535878103,6.338193829922224e-39,0.04123524677221411,1.4330655251395105e-33,-0.05647884360339567,1.7433060053752906e-61
remote_sensing,100299,21.961,35.333,0.065,0.18,0.233,-9.11,-0.08084078855738916,4.938858760473004e-145,0.04621474542935455,1.4745483341479966e-48,0.0032470820360519723,0.30378929175289,0.018494275074450804,4.696943510280891e-09,0.008464870532111072,0.007343749191209881
international_trade,33260,28.01,37.616,0.084,0.234,0.318,-9.745,-0.0779171099406666,5.875034553410192e-46,0.014713398294428155,0.007288331115954187,0.051222989513003095,8.975413411723472e-21,0.006443549536379445,0.23995508599887633,0.06335945895741402,6.108977643275054e-31
astrophysics,157131,37.071,44.063,0.033,0.062,0.081,-9.144,-0.0400692715338025,7.478583947854195e-57,0.032635328813369405,2.679526966819124e-38,0.002843427250749771,0.25969139151188647,-0.031342268255196266,1.8661601653966024e-35,-0.09715400857297532,0.0
atmospheric_sciences,119757,34.623,45.897,0.011,0.122,0.16,-9.678,-0.039018580529788974,1.4077125061761365e-41,0.0445253657158714,1.2797839983362388e-53,0.025317240607392988,1.908348636588841e-18,0.0076093324205383,0.008456199762097516,-0.038383640563298106,2.725765827114798e-40
physical_chemistry,47421,24.784,27.426,0.038,0.208,0.265,-12.225,-0.028976661544050458,2.7684092703297444e-10,0.018956157986039397,3.655760273046473e-05,0.028919551258023098,3.0000156982838594e-10,0.06068525780751124,6.1379166447841555e-40,-0.0734898953153392,8.593851860333637e-58
engineering_management,18417,17.753,23.632,0.18,0.324,0.459,-7.606,-0.08745214668043737,1.3333640033724853e-32,0.01820686132827818,0.013478234085436561,0.04394966056302195,2.418723160845831e-09,0.05073392628643719,5.6173306019871635e-12,-0.010994595753328971,0.13569596283535404
engineering_drawing,284011,17.354,21.888,0.155,0.098,0.116,-13.269,-0.06218726495212734,2.619960716727177e-241,0.011653910904978571,5.269363442337105e-10,0.02850838861726055,3.764205833022829e-52,0.05779311394262242,1.2071009334801158e-208,-0.04011911660086353,1.6889231036257447e-101
mathematical_optimization,376904,21.238,37.987,0.02,0.107,0.138,-10.78,-0.022716669657546693,3.231589521534854e-44,0.03351766446351416,3.8939867394333596e-94,0.03888822783961834,4.5553307183855327e-126,0.055117559653186474,2.2827618057796873e-251,-0.0033536659627217517,0.03950395374203079
structural_engineering,713233,13.954,19.846,0.142,0.048,0.055,-14.294,-0.11674945888711932,0.0,0.004791033093181645,5.205727314280031e-05,0.0425200090442772,1.2146867404260737e-282,0.03436190099738664,2.8986358332399553e-185,-0.06113044799558977,0.0
statistics,198675,22.129,57.025,0.025,0.18,0.243,-12.506,-0.016995250317519764,3.5695453763368076e-14,0.033124657852655795,2.3349700209562226e-49,0.02232246529866701,2.4975247086933036e-23,0.10734247228994057,0.0,-0.018549421981145512,1.3544081286407347e-16
composite_material,751954,18.666,23.383,0.126,0.048,0.056,-10.497,-0.101353289473118,0.0,-0.0004004644743501721,0.7283934956244043,0.02374547269390196,3.1177357418253913e-94,-0.009087705090334923,3.2586845939052033e-15,0.028136382586449307,1.5763598004056034e-131
transport_engineering,39622,18.273,28.04,0.111,0.285,0.39,-9.425,-0.11246627023371028,1.086077920782774e-111,0.031106237537271066,5.899769490893778e-10,0.029994926044621166,2.3475383808068814e-09,-0.0008687353927155344,0.8627152917343436,0.014439192749750907,0.004050263800996197
computational_physics,24122,20.897,30.443,0.05,0.303,0.409,-11.238,-0.03594991976869347,2.33712411820267e-08,0.03147978078561416,1.0075162936896733e-06,0.03404150141517086,1.2343659203504337e-07,0.08864667836821374,2.7545814323915118e-43,-0.057927807599679824,2.1761545337486485e-19
environmental_engineering,138553,24.282,34.034,0.078,0.193,0.256,-9.773,-0.09668883370117953,5.7125985299036344e-285,0.021990901847086887,2.688762765527923e-16,0.011013221829942712,4.140316041179456e-05,7.337949368102156e-05,0.978209618960325,-0.06399326009516976,1.1617399900636474e-125
computer_graphics_images,131862,20.305,32.029,0.166,0.146,0.181,-7.643,-0.06503295227231518,1.4924941616587885e-123,-0.023887271960324485,4.124811333608207e-18,0.03933612116349725,2.546315752310816e-46,-0.020137315090548728,2.61055097839012e-13,-0.003264823712076873,0.2358035841588763
forestry,28574,24.759,23.942,0.069,0.374,0.624,-12.231,-0.08823872986172326,1.6981264932539223e-50,0.01918666176393891,0.001180955350009471,0.014323764150520849,0.015465735117748625,-0.0016073206552307123,0.7858624724708717,-0.044567190964990996,4.8096396443147356e-14
computer_architecture,14156,18.526,33.59,0.099,0.318,0.468,-5.947,-0.06895737030562166,2.1477640704725209e-16,-4.12379026268608e-05,0.9960855854857432,0.03086783244236283,0.00023955584075943052,0.06017275119551815,7.769934701099887e-13,-0.02951560636576648,0.0004444267186207585
meteorology,113978,25.678,40.89,0.033,0.163,0.21,-10.576,-0.042276406822839604,2.9578425349468825e-46,0.05908737409652472,1.0993536195883046e-88,0.01665024346843546,1.8924650033880828e-08,0.01894765557777946,1.580950088802505e-10,-0.028810834627280863,2.276350143914051e-22
radiochemistry,40715,15.648,21.104,0.073,0.277,0.388,-10.578,-0.05538440062313042,4.9013275078237844e-29,0.0017977195260181445,0.7168049046100435,0.025068025947635696,4.217804993488286e-07,0.05084287961257104,1.009238070943518e-24,-0.0677570374313087,1.209232627750638e-42
art_history,13244,18.91,18.974,0.225,0.304,0.484,-17.969,-0.03327543803277251,0.0001280795541536518,-0.024614953946556037,0.0046125764675090134,0.02732883807079113,0.001658804482499768,0.01913548182683573,0.027654406887811414,-0.05543107586117112,1.7313427769908242e-10
civil_engineering,17220,16.039,21.188,0.154,0.382,0.571,-10.665,-0.09199639473168171,1.0952934538295014e-33,0.010677008038158282,0.16120552799090326,0.03020294083783074,7.370506145548123e-05,-0.006453699863648436,0.39708760425288914,-0.030298139126848946,6.99377488444052e-05
arithmetic,23975,15.821,25.858,0.149,0.331,0.512,-8.974,-0.10530698724719792,4.3344187464770915e-60,-0.0452687733227104,2.3395629937360515e-12,0.0765603677292758,1.6683489026465547e-32,-0.02815928687452131,1.2959807278989517e-05,0.0794926137577208,6.449762075696697e-35
religious_studies,6653,24.18,17.761,0.203,0.312,0.479,-16.859,-0.06539058791723593,9.379349077965859e-08,-0.03925491606926841,0.0013624211330391506,0.046626096761515676,0.0001421166736883464,0.027950086520999416,0.022620050147470542,-0.07964999088724131,7.725933051005738e-11
computational_biology,44512,51.806,65.919,0.042,0.343,0.502,-6.783,-0.038210845066660976,7.360132719168883e-16,-0.01751561962461891,0.00021936650486675469,0.046230894435700526,1.693510293775532e-22,0.0025027704018535987,0.5974874161881365,-0.0030234157475329776,0.5235649589648206
chemical_engineering,271775,21.701,28.546,0.147,0.079,0.091,-8.981,-0.10262045178111931,0.0,0.001037353896599483,0.5886513388892466,0.025905878006796695,1.412974743111547e-41,-0.033514832942202574,2.152581977691936e-68,0.019225898011492187,1.1988626673138662e-23
business_administration,1751,26.495,30.917,0.169,0.444,0.891,-9.683,-0.029099280007987813,0.22358666021264656,-0.0808131455803607,0.000712445623046738,0.04963621204821136,0.03781800453694169,0.008049419229716191,0.7364241255439546,0.07660514838068516,0.0013367808933583756
industrial_engineering,8462,21.511,30.941,0.098,0.552,0.953,-9.35,-0.0685095288664117,2.8154600154104616e-10,0.02730662144938983,0.012004580963370053,0.04037105856980938,0.00020347369660355104,-0.0024691678594337433,0.8203433448642407,-0.008074898917871021,0.45766012143050744
development_economics,69102,25.75,33.503,0.111,0.182,0.23,-10.245,-0.07885473430519366,9.811646228207828e-96,0.013232206958611747,0.000504277544092429,0.04925995502237797,2.1524690593185913e-38,-0.0046013660316821595,0.22644871892436882,-0.00464808055413041,0.22176909069468562
